29	43
29	52
29	35
29	51
29	45
0	10
0	42
0	15
0	40
0	47
0	14
39	57
24	29
24	51
24	45
50	51
23	51
23	36
23	45
34	37
34	44
34	49
30	42
30	47
18	21
18	29
18	24
18	20
18	51
18	45
20	28
20	50
20	38
20	44
20	47
20	36
42	50
42	47
25	26
25	27
32	60
43	46
43	53
13	57
13	32
13	54
13	41
13	17
26	27
9	57
9	32
9	41
9	13
9	17
19	54
19	30
51	55
28	30
28	47
3	59
3	14
3	8
41	57
41	54
17	57
17	22
17	27
17	31
17	25
14	43
14	52
14	24
14	16
14	50
14	37
14	38
14	33
14	40
14	34
1	28
1	54
1	41
1	26
1	27
1	19
1	17
1	36
6	57
6	54
6	13
6	56
6	9
6	17
36	59
36	37
36	40
36	39
5	57
5	13
5	56
5	9
16	50
16	37
16	38
16	33
16	20
46	49
37	43
37	61
37	40
37	45
33	43
33	50
33	37
33	38
33	40
33	34
15	59
15	24
15	18
15	55
15	40
15	45
11	51
4	51
40	52
12	33
45	59
45	50
45	51
7	54
7	30
7	27
7	40
7	19
2	10
2	61
2	44
2	42
38	43
38	52
38	44
38	58
53	61
54	57
21	29
21	37
21	33
21	51
21	45
48	57
10	29
10	42
10	47
8	28
8	59
8	37
8	20
8	45
