276	84424
1662	84424
1662	33040
1662	97101
1662	52682
1662	110902
1662	128598
1662	54746
1662	11257
1662	30828
1662	61290
1662	127302
5089	84424
5089	97101
6058	84424
6058	33040
6058	39521
6058	45009
6058	77098
6058	83560
6058	130825
6058	121399
6058	3420
6058	10479
6058	11513
6058	80988
6058	101811
6058	5638
6058	17689
6058	18642
6058	48189
6058	71466
6058	77754
6058	82587
6058	107194
6058	3634
6058	18600
6058	44866
6058	75314
6058	92163
6058	110679
6058	22979
6058	114095
6058	17146
6058	117579
6058	100958
6058	89242
6058	20076
6058	125733
6229	84424
6229	61571
6229	69839
6229	11050
6229	61929
6229	119739
6229	133011
6229	32715
6229	91453
6229	114015
6229	75539
6229	126830
6229	82471
6229	26141
6229	67827
10639	84424
10639	69839
10639	73543
10639	28516
10639	70618
10639	57772
10639	98853
10639	51358
10639	18442
10639	65927
10639	82340
10639	7565
10639	76880
10639	130230
10639	8682
16442	84424
16442	39521
16442	77098
16442	83560
16442	90402
16442	62821
16442	100958
16442	76989
16442	128407
19325	84424
19325	33040
19325	45009
19325	47968
19325	49934
19325	50220
19325	64568
19325	96570
19325	132445
19325	127886
19325	46847
19325	107534
19325	95036
19325	129410
19325	19674
19325	128641
19325	34200
19325	9863
19325	32003
19325	35348
19325	35550
19325	40270
19325	58341
19325	60957
19325	68148
19325	79860
19325	82009
19325	85037
19325	96118
19325	102035
19325	102388
19325	110679
19325	123021
19325	128697
19325	57091
19325	99324
19325	115062
19325	101094
19325	110455
19325	121722
19325	119007
19325	103309
19325	100875
19325	59432
19325	60075
19325	47710
19325	66995
19325	56290
19325	16842
19325	96145
19325	36361
19325	49421
19325	49009
19325	83892
19325	87226
19325	43369
19325	122957
19325	78529
19325	105563
19325	79397
19325	98439
19325	108482
19834	84424
19834	49934
19834	69839
20113	84424
20113	276
20113	57772
20113	68577
20113	132492
20113	4636
21937	84424
21937	94138
21937	5335
21937	58532
21937	61929
21937	95822
25452	84424
25452	6058
25452	32432
25452	77098
25452	132445
25452	55233
25452	95036
25452	132492
25452	4786
25452	90402
25452	60957
25452	68148
25452	79860
25452	17806
25452	33973
25452	38858
25452	50427
25452	83016
25452	108090
25452	116191
25452	126394
25452	128081
25452	30693
25452	58919
25452	119317
25452	82286
25452	62821
25452	55886
25452	75847
25452	7894
25452	86514
25452	129807
25452	70413
25452	13557
25452	40847
25452	40170
25452	100958
25452	10054
25452	40995
25452	47763
25452	13622
25452	76489
25452	89242
25452	20076
25452	47710
25452	66995
25452	125302
25452	16842
25452	61175
25452	129193
25452	111596
26902	84424
26902	89131
26902	96570
29829	84424
29829	127734
30222	84424
30222	25452
30222	32432
30222	41418
30222	45009
30222	45242
30222	95531
30222	122908
30222	132445
30222	35290
30222	95036
30222	111161
30222	34200
30222	112527
30222	3634
30222	30693
30222	74653
30222	120747
30222	18168
30222	121722
30222	116603
30222	111211
30222	53034
30222	24943
30222	101262
30222	116126
30222	86651
30222	20076
30222	12501
30222	23661
30222	68434
30222	68877
30222	49009
30222	54131
30222	121891
30222	125595
30222	25993
30222	125192
30222	62659
30222	15529
32432	84424
32432	10639
32432	33040
32432	66200
32432	130825
32432	106274
32432	1086
32432	19383
32432	60471
32432	100394
32432	28389
33040	84424
33040	45009
33040	55233
33040	65114
33040	20296
33040	35290
33040	37179
33040	52682
33040	129410
33040	10479
33040	98853
33040	51015
33040	5638
33040	48189
33040	71466
33040	77754
33040	37036
33040	3634
33040	44866
33040	81151
33040	9863
33040	32003
33040	68148
33040	79860
33040	96118
33040	102795
33040	40978
33040	10243
33040	22979
33040	76213
33040	17075
33040	121181
33040	17146
33040	92437
33040	58364
33040	31756
33040	110902
33040	128598
33040	118261
33040	229
33040	7565
33040	46342
33040	54746
33040	89910
33040	42143
33040	13557
33040	11257
33040	30828
33040	61290
33040	64834
33040	16842
33040	15467
39238	84424
39238	10639
39238	45009
39238	72391
39238	88768
39238	42972
39521	84424
39521	32432
39521	45009
39521	66200
39521	77098
39521	83560
39521	113138
39521	36907
39521	126152
39521	27862
39521	53213
39521	60471
39521	89588
39521	4786
39521	33351
39521	50808
39521	113751
39521	32650
39521	90402
39521	85451
39521	68148
39521	79860
39521	128081
39521	93504
39521	44612
39521	62821
39521	83319
39521	131813
39521	123834
39521	71366
39521	55494
39521	78999
39521	60308
39521	36528
39521	56494
39521	100958
39521	76989
39521	128407
41418	84424
41418	32432
41418	36528
41418	56494
41418	123951
41418	74172
41418	97371
41418	82881
41418	115666
41418	42472
41418	64627
45009	84424
45009	83560
45009	130825
45009	52682
45009	4786
45009	80988
45009	837
45009	32650
45009	9863
45009	96118
45009	122193
45009	33908
45009	35777
45009	122030
45009	55494
45009	100958
45009	89242
45009	73603
45098	84424
45098	52682
45098	33351
45098	48189
45098	8615
45098	125512
45098	101744
45098	67223
45098	40393
45098	120091
45098	108626
45098	12147
45098	41058
45098	86364
45098	132663
45242	84424
45242	25452
45242	32432
45242	45009
45242	95531
45242	132445
45242	72941
45242	113481
45242	35348
45242	40270
45242	58341
45242	128697
45242	57091
45242	122030
45242	76427
45242	124983
45242	30693
45242	58919
45242	119317
45242	120747
45242	118835
45242	22804
45242	72562
45242	63398
45242	18168
45242	47911
45242	117579
45242	36409
45242	8303
45242	116126
45242	47710
45242	56290
45242	77370
45242	105621
45242	132075
45242	10864
45242	49737
45242	102855
45242	106685
45242	83892
45242	54131
45242	77179
45242	128262
45242	93325
45242	60285
45242	77819
45242	110644
45242	3493
45242	62659
47005	84424
47005	66200
47005	77098
47005	108856
47005	113780
47968	84424
47968	33040
47968	45009
47968	112605
47968	127886
47968	5335
47968	11050
47968	28516
47968	36907
47968	64054
47968	117953
47968	21718
47968	105680
47968	129410
47968	23626
47968	4786
47968	50808
47968	54681
47968	65337
47968	90592
47968	106497
47968	126834
47968	9863
47968	32003
47968	96118
47968	110679
47968	35777
47968	93504
47968	80896
47968	90038
47968	16931
47968	44612
47968	62821
47968	72216
47968	74653
47968	90437
47968	103230
47968	66018
47968	83319
47968	85077
47968	90577
47968	73393
47968	14063
47968	76323
47968	77959
47968	100958
47968	111211
47968	13161
47968	14292
47968	89242
47968	91969
47968	14976
47968	916
47968	126199
47968	51956
47968	38219
47968	14522
47968	31088
47999	84424
47999	59326
47999	95070
47999	33908
47999	22523
47999	115084
47999	37141
47999	1589
47999	45888
47999	40823
47999	55628
47999	123099
47999	5143
49934	84424
49934	29829
49934	69839
49934	112605
49934	70618
49934	127393
49934	25095
49934	8912
49934	12600
49934	22833
49934	9261
49934	126679
49934	88847
49934	121691
49934	18855
49934	32715
49934	4343
49934	103011
49934	4272
49934	57943
49934	71366
49934	80327
49934	65239
49934	77783
49934	56337
50220	84424
50220	10639
50220	49934
50220	69839
50220	64054
50220	37653
50220	84697
50220	108874
50220	14273
50220	22653
50220	31756
50220	22236
50220	42143
50897	84424
50897	9039
50897	26713
50897	29606
50897	35290
50897	52682
50897	79552
50897	114530
50897	131704
50897	40208
50897	100181
50897	73589
50897	92790
50897	4636
50897	106497
50897	106164
50897	33302
50897	43277
50897	128598
50897	44322
50897	100715
50897	62346
50897	89910
50897	66336
50897	120249
50897	32840
50897	44934
50897	62558
50897	133023
50897	128875
50897	125425
51730	84424
51730	58458
53681	84424
53681	276
53681	20113
53681	66200
53681	97101
53681	116478
53681	10110
57537	84424
57537	96570
57537	112605
57537	117751
57537	38219
58458	84424
58458	276
58458	20113
59326	84424
59326	95070
59326	130825
59326	35290
59326	95036
59326	14382
59326	19674
59326	33095
59326	40393
59326	32457
59326	90618
59326	128775
59326	119998
59326	77617
59326	27970
61571	84424
61571	94138
61571	127393
61571	100715
61571	102891
63552	84424
63552	276
63552	20113
63552	66200
63552	72391
63552	130825
63552	99870
