2	1
6	1
10	1
11	1
12	1
13	1
15	1
16	1
18	1
22	1
24	1
26	1
27	1
28	1
30	1
32	1
33	1
36	1
37	1
40	1
41	1
43	1
44	1
74	1
1	2
2	2
3	2
5	2
6	2
7	2
8	2
10	2
11	2
12	2
14	2
15	2
16	2
17	2
18	2
19	2
20	2
21	2
64	2
2	3
3	3
4	3
5	3
6	3
7	3
8	3
9	3
10	3
11	3
12	3
13	3
14	3
15	3
16	3
17	3
18	3
19	3
20	3
21	3
36	3
3	4
4	4
5	4
6	4
7	4
9	4
10	4
12	4
13	4
14	4
15	4
16	4
17	4
18	4
19	4
21	4
1	5
2	5
3	5
4	5
5	5
6	5
7	5
8	5
10	5
12	5
13	5
15	5
16	5
17	5
18	5
19	5
20	5
56	5
1	6
2	6
3	6
4	6
5	6
6	6
7	6
8	6
9	6
10	6
11	6
12	6
13	6
14	6
15	6
16	6
17	6
18	6
19	6
30	6
36	6
1	7
2	7
3	7
4	7
5	7
6	7
7	7
9	7
10	7
12	7
13	7
14	7
15	7
16	7
17	7
18	7
19	7
2	8
4	8
6	8
7	8
8	8
9	8
10	8
17	8
19	8
20	8
47	8
49	8
50	8
52	8
53	8
54	8
55	8
56	8
59	8
63	8
3	9
5	9
6	9
8	9
9	9
15	9
20	9
45	9
49	9
51	9
58	9
65	9
2	10
3	10
4	10
5	10
6	10
7	10
9	10
10	10
12	10
13	10
14	10
15	10
16	10
17	10
18	10
19	10
20	10
36	10
1	11
6	11
8	11
15	11
16	11
17	11
18	11
19	11
29	11
35	11
55	11
67	11
73	11
74	11
75	11
2	12
3	12
4	12
5	12
6	12
7	12
9	12
10	12
12	12
13	12
14	12
15	12
16	12
17	12
19	12
20	12
21	12
54	12
2	13
3	13
4	13
6	13
7	13
9	13
10	13
12	13
13	13
14	13
15	13
16	13
17	13
18	13
19	13
21	13
49	13
2	14
3	14
4	14
5	14
6	14
7	14
8	14
10	14
11	14
12	14
13	14
14	14
15	14
16	14
17	14
18	14
19	14
1	15
2	15
3	15
4	15
5	15
6	15
7	15
8	15
10	15
11	15
12	15
13	15
14	15
15	15
16	15
17	15
18	15
19	15
2	16
3	16
4	16
5	16
6	16
7	16
8	16
9	16
10	16
12	16
14	16
15	16
16	16
17	16
18	16
19	16
53	16
2	17
3	17
4	17
5	17
7	17
